,loss_KNIFE,error_KNIFE,loss_Schraudolph,error_Schraudolph,loss_DoE,error_DoE,loss_true_entropy,loss_oracle,error_oracle
0,9.1865429725306,5.709917230946013,9.189755781758045,5.713130040173459,23.836817434577227,20.360191692992643,3.4766257415845856,3.3007448651001523,-0.1758808764844333
1,9.176729736419674,5.700103994835088,9.185699543981178,5.709073802396592,24.96085651770211,21.484230776117524,3.4766257415845856,3.400639476138923,-0.07598626544566267
2,9.132654500237154,5.6560287586525675,9.147252422171324,5.670626680586738,23.162442238090996,19.685816496506412,3.4766257415845856,3.312684164855967,-0.16394157672861853
3,9.136417558313017,5.659791816728431,9.1568515917871,5.680225850202515,23.53060508648707,20.053979344902487,3.4766257415845856,3.3315425730379333,-0.14508316854665226
4,9.16692811358207,5.690302371997484,9.19277292859999,5.7161471870154035,23.883077804284838,20.406452062700254,3.4766257415845856,3.416671967992262,-0.05995377359232368
5,9.178631336046227,5.702005594461641,9.209945465400033,5.7333197238154465,23.909316774007163,20.43269103242258,3.4766257415845856,3.704446655621239,0.2278209140366534
6,9.08993939340041,5.613313651815824,9.126105458116779,5.649479716532193,22.895214576846932,19.418588835262348,3.4766257415845856,3.3387026947260434,-0.13792304685854218
7,9.119690985583986,5.6430652439994,9.163079910080999,5.686454168496413,24.022549378958015,20.54592363737343,3.4766257415845856,3.4691631046837825,-0.007462636900803066
8,9.140950155622606,5.6643244140380204,9.187783787657018,5.711158046072432,22.8520592953576,19.375433553773014,3.4766257415845856,3.5951954132520463,0.11856967166746069
9,9.08678090047793,5.610155158893344,9.140634988569277,5.6640092469846905,24.53895927601447,21.062333534429886,3.4766257415845856,3.3306988418139043,-0.1459268997706813
10,9.067193391927058,5.5905676503424715,9.127263618979235,5.650637877394649,24.088763770627637,20.612138029043052,3.4766257415845856,3.3556612040172817,-0.12096453756730385
11,9.080592684249856,5.60396694266527,9.147399604824239,5.670773863239653,24.012113107039035,20.53548736545445,3.4766257415845856,3.5737536040471074,0.09712786246252181
12,9.066922053777322,5.590296312192736,9.135149050079985,5.658523308495399,23.3429045646414,19.866278823056817,3.4766257415845856,3.3620196830137727,-0.11460605857081285
13,9.03322400202962,5.556598260445034,9.105973348191167,5.629347606606581,23.692726615644084,20.2161008740595,3.4766257415845856,3.4366801428701788,-0.03994559871440684
14,9.019789264861213,5.543163523276627,9.099490220064286,5.6228644784797,23.359521306328695,19.88289556474411,3.4766257415845856,3.2200235160216617,-0.2566022255629239
15,9.02065477810973,5.544029036525144,9.10775514457126,5.631129402986675,23.745198044397682,20.268572302813098,3.4766257415845856,3.3149983109267485,-0.16162743065783713
16,9.053277757865489,5.576652016280903,9.146645404782493,5.670019663197907,24.284836550461588,20.808210808877003,3.4766257415845856,3.5707964314452756,0.09417068986069
17,9.033703382944207,5.557077641359621,9.129411640942052,5.6527858993574664,24.029682447223834,20.55305670563925,3.4766257415845856,3.3287523418889338,-0.14787339969565183
18,8.995521487864387,5.518895746279801,9.100531797295023,5.623906055710437,24.692720785920752,21.216095044336168,3.4766257415845856,3.3455669435768995,-0.13105879800768605
19,9.014397729667767,5.537771988083181,9.120476148668251,5.643850407083665,23.98389295400677,20.507267212422185,3.4766257415845856,3.475334226213719,-0.0012915153708665805
20,8.96300948604752,5.486383744462934,9.076593153063609,5.599967411479023,23.751933645992523,20.27530790440794,3.4766257415845856,3.5331136790618727,0.05648793747728709
21,8.975373064606803,5.498747323022217,9.09095751333321,5.614331771748624,24.178786217002692,20.702160475418108,3.4766257415845856,3.5251973371936822,0.04857159560909663
22,8.999653082296534,5.523027340711948,9.122290275255224,5.645664533670638,24.633316715835775,21.15669097425119,3.4766257415845856,3.6558565005054975,0.1792307589209119
23,8.995132718927252,5.518506977342666,9.122176889555977,5.645551147971391,23.229792089265004,19.75316634768042,3.4766257415845856,3.5734418346647425,0.09681609308015693
24,8.950594547474573,5.473968805889987,9.081829314775277,5.605203573190691,23.31804790068447,19.841422159099885,3.4766257415845856,3.415247101796067,-0.06137863978851854
25,8.968759794828667,5.492134053244081,9.105228014222476,5.62860227263789,22.808700810794015,19.33207506920943,3.4766257415845856,3.4503612768049985,-0.026264464779587104
26,8.934552656496148,5.457926914911562,9.07388390994349,5.597258168358904,24.18126224165602,20.704636500071437,3.4766257415845856,3.367216291823949,-0.1094094497606366
27,8.95709732192002,5.4804715803354345,9.102758990883942,5.626133249299356,23.857163298130573,20.38053755654599,3.4766257415845856,3.6597355751617773,0.18310983357719168
28,8.95334492334379,5.476719181759204,9.108964270484492,5.632338528899906,23.940615288233374,20.46398954664879,3.4766257415845856,3.7154411954929643,0.23881545390837866
29,8.926098243421116,5.44947250183653,9.082443695582015,5.605817953997429,25.318043203620178,21.841417462035594,3.4766257415845856,3.353262146916586,-0.12336359466799962
30,8.907434843923841,5.430809102339255,9.059858160251967,5.5832324186673805,23.051951144241492,19.575325402656908,3.4766257415845856,3.4314717396159553,-0.045154001968630286
31,8.871633893835172,5.395008152250586,9.037796555719282,5.561170814134696,23.88988587538512,20.413260133800534,3.4766257415845856,3.564744614533198,0.0881188729486122
32,8.855481518510457,5.378855776925871,9.02018413771485,5.543558396130264,22.73017886113682,19.253553119552237,3.4766257415845856,3.389990511648006,-0.0866352299365798
33,8.84858781458429,5.371962072999704,9.024679835890474,5.548054094305888,22.571896951359776,19.09527120977519,3.4766257415845856,3.668451714175797,0.19182597259121126
34,8.846417882185703,5.369792140601117,9.017767518387206,5.54114177680262,23.2276015138919,19.750975772307317,3.4766257415845856,3.349426822550999,-0.1271989190335865
35,8.881220899618487,5.404595158033901,9.061365122218405,5.584739380633819,23.417519169537613,19.94089342795303,3.4766257415845856,3.770742023387816,0.29411628180323035
36,8.799094337716086,5.3224685961315,8.984419074413228,5.507793332828642,22.324546097582413,18.84792035599783,3.4766257415845856,3.2060071213217896,-0.27061862026279604
37,8.850357492645436,5.37373175106085,9.039105938553398,5.562480196968812,23.797188274539018,20.320562532954433,3.4766257415845856,3.7503105305262023,0.27368478894161674
38,8.79844451690731,5.321818775322724,8.99183512192741,5.515209380342824,22.87298897396318,19.396363232378597,3.4766257415845856,3.4229262653331536,-0.05369947625143201
39,8.78550827119137,5.308882529606784,8.984807187292908,5.508181445708322,22.268904390054118,18.792278648469534,3.4766257415845856,3.463095649216833,-0.013530092367752378
