,loss_KNIFE,error_KNIFE,loss_Schraudolph,error_Schraudolph,loss_DoE,error_DoE,loss_true_entropy,loss_oracle,error_oracle
0,105.35657497776069,14.544508852661707,105.23992668364188,14.427860558542903,169.93016184958165,79.11809572448267,90.81206612509898,90.70909118284646,-0.10297494225251569
1,103.08772195240053,12.275655827301549,105.62265933859521,14.810593213496233,170.79397764931764,79.98191152421866,90.81206612509898,91.08080959190039,0.2687434668014106
2,100.24317829819867,9.431112173099692,105.06587022126564,14.253804096166661,170.81192224835678,79.9998561232578,90.81206612509898,90.22770162280399,-0.5843645022949886
3,98.38868593030358,7.576619805204601,104.37184379538533,13.559777670286351,169.32936802641638,78.5173019013174,90.81206612509898,90.28935319170671,-0.5227129333922704
4,97.47925697653488,6.667190851435905,104.4774651034387,13.665398978339724,169.53060849900496,78.71854237390598,90.81206612509898,90.54280080653588,-0.2692653185631002
5,97.24146283087127,6.429396705772291,105.30842356678103,14.49635744168205,162.28419315372295,71.47212702862397,90.81206612509898,91.19664708874075,0.38458096364176697
6,97.7969620061228,6.984895881023817,105.71237438570287,14.900308260603893,162.81040577139225,71.99833964629327,90.81206612509898,92.27379158260888,1.4617254575098997
7,96.05059953253108,5.238533407432101,104.68410125123513,13.872035126136154,162.14623942134136,71.33417329624238,90.81206612509898,90.93325837234266,0.12119224724368394
8,95.50320136932312,4.691135244224142,104.13900678376535,13.326940658666373,163.90992036999907,73.09785424490009,90.81206612509898,90.58020078238677,-0.2318653427122115
9,95.08611650429094,4.274050379191962,104.64044313558543,13.828377010486449,161.26961771159839,70.4575515864994,90.81206612509898,90.39631334684447,-0.4157527782545145
10,95.7793320221005,4.967265897001525,104.78485424751702,13.972788122418038,156.54718661972743,65.73512049462845,90.81206612509898,91.39208529224972,0.5800191671507378
11,94.99469672143218,4.182630596333198,104.4497075112779,13.637641386178913,153.72680832691452,62.91474220181554,90.81206612509898,90.63038355093141,-0.18168257416756717
12,95.9370852982832,5.125019173184214,104.95577734172447,14.14371121662549,154.40207999036392,63.590013865264936,90.81206612509898,91.90926495491593,1.0971988298169464
13,95.63997769794477,4.827911572845792,104.52252018365323,13.710454058554248,152.48498491099673,61.67291878589775,90.81206612509898,91.6636927063773,0.8516265812783246
14,95.21456148270565,4.402495357606668,104.2426925312163,13.430626406117327,151.0457775315221,60.233711406423126,90.81206612509898,90.99976331204611,0.18769718694713333
15,94.39143968705407,3.5793735619550944,103.34708982424968,12.535023699150699,148.68758071609466,57.87551459099568,90.81206612509898,90.19982091211807,-0.6122452129809091
16,94.47530777955413,3.663241654455149,103.80153109732014,12.989464972221157,147.54981632238508,56.737750197286104,90.81206612509898,90.53035982419934,-0.28170630089964277
17,95.26017096221226,4.448104837113277,104.59392430727135,13.781858182172371,148.28769256896604,57.47562644386706,90.81206612509898,91.69351305533698,0.881446930237999
18,94.94094215802029,4.128876032921312,103.40645544916315,12.594389324064167,144.76858211646254,53.95651599136356,90.81206612509898,90.82730197676264,0.015235851663661037
19,93.79618351621208,2.9841173911131023,103.12582392874748,12.3137578036485,141.6678149507494,50.85574882565042,90.81206612509898,89.78473935517758,-1.0273267699214017
20,94.60279701011018,3.7907308850112003,103.64433600035247,12.832269875253488,144.22042851504762,53.408362389948635,90.81206612509898,90.77690910469214,-0.03515702040684232
21,94.15381211313289,3.3417459880339067,103.0745775606438,12.262511435544823,143.6805714407284,52.868505315629406,90.81206612509898,90.3441875096225,-0.46787861547647935
22,94.58747835057294,3.775412225473957,103.83977833822772,13.027712213128737,142.97436918766516,52.16230306256618,90.81206612509898,90.70500985560226,-0.10705626949672364
23,94.36953304404307,3.557466918944087,103.44955863656246,12.637492511463478,143.75901612659965,52.94695000150067,90.81206612509898,90.95310608616833,0.14103996106935313
24,95.46928539767396,4.657219272574977,103.97774215567708,13.165676030578098,142.08242272491,51.270356599811024,90.81206612509898,91.81701893300696,1.0049528079079835
25,94.65289269670563,3.840826571606655,103.15340029059377,12.341334165494786,141.07937793974202,50.26731181464304,90.81206612509898,91.15398862507195,0.3419224999729664
26,93.72052055073586,2.908454425636876,102.54318831553113,11.731122190432146,136.2660172716275,45.453951146528524,90.81206612509898,90.08435302201539,-0.7277131030835875
27,94.80443133882889,3.9923652137299115,103.5882906286815,12.776224503582526,137.56828952458687,46.756223399487894,90.81206612509898,91.08066683639098,0.26860071129199525
28,94.76972097552351,3.9576548504245324,103.40959912051451,12.597532995415534,134.67889976886255,43.86683364376357,90.81206612509898,91.22115616446288,0.4090900393639032
29,93.82896097218968,3.016894847090697,102.74592353182027,11.933857406721287,131.99048594233022,41.178419817231244,90.81206612509898,90.33123763984143,-0.48082848525754684
30,94.0592674083642,3.247201283265227,103.3494167026793,12.537350577580327,133.440413410222,42.62834728512301,90.81206612509898,90.66335117809626,-0.14871494700271626
