,loss_KNIFE,error_KNIFE,loss_Schraudolph,error_Schraudolph,loss_DoE,error_DoE,loss_true_entropy,loss_oracle,error_oracle
0,5.517423892824274,5.7499614646041275,5.516553943612623,5.749091515392476,7.802832643895399,8.035370215675252,-0.23253757177985335,-0.37219599704037654,-0.1396584252605232
1,5.547038296371669,5.779575868151523,5.5492123330597485,5.781749904839602,7.595378086643736,7.827915658423589,-0.23253757177985335,-0.15400153542962186,0.07853603635023149
2,5.513929531067504,5.746467102847357,5.518797865817744,5.751335437597597,7.828255334189074,8.060792905968928,-0.23253757177985335,-0.368987479536273,-0.13644990775641963
3,5.517691930496964,5.7502295022768175,5.525227209882157,5.7577647816620106,7.7155551120683405,7.948092683848194,-0.23253757177985335,-0.26884953247794785,-0.0363119606980945
4,5.52500750309858,5.757545074878434,5.535466768016837,5.768004339796691,7.706794703769832,7.939332275549686,-0.23253757177985335,-0.1860873724683353,0.04645019931151806
5,5.501147273202739,5.733684844982593,5.514147168234651,5.746684740014504,7.779322815633776,8.011860387413629,-0.23253757177985335,-0.18521511114349956,0.047322460636353786
6,5.505071285270709,5.737608857050563,5.520435691745712,5.752973263525566,7.732288303967241,7.964825875747095,-0.23253757177985335,-0.23478324085434574,-0.00224566907449239
7,5.495740865424089,5.728278437203943,5.513698702085624,5.7462362738654775,7.768491388391047,8.0010289601709,-0.23253757177985335,-0.20475229226096542,0.02778527951888793
8,5.4424520021276965,5.67498957390755,5.461712144328431,5.694249716108285,7.762222209156086,7.994759780935939,-0.23253757177985335,-0.4702036003863398,-0.23766602860648645
9,5.477258701536231,5.709796273316084,5.500271361116313,5.732808932896167,7.736763280353319,7.9693008521331725,-0.23253757177985335,-0.23978537181699433,-0.007247800037140983
10,5.501069154157337,5.73360672593719,5.527379883134199,5.759917454914053,7.793158483519228,8.02569605529908,-0.23253757177985335,-0.07594607994503932,0.15659149183481402
11,5.443896006525936,5.676433578305789,5.471748391701953,5.704285963481807,7.715165792065271,7.947703363845124,-0.23253757177985335,-0.2277860857618768,0.004751486017976536
12,5.451360585495154,5.683898157275007,5.482037814651766,5.714575386431619,7.783706751584456,8.016244323364308,-0.23253757177985335,-0.30303399170965606,-0.07049641992980271
13,5.4867141594226165,5.71925173120247,5.521495087965026,5.75403265974488,7.641345656642455,7.873883228422309,-0.23253757177985335,-0.19010574539005903,0.042431826389794314
14,5.456887971024866,5.689425542804719,5.493112561207482,5.725650132987336,7.720231330566612,7.952768902346466,-0.23253757177985335,-0.09457329075701175,0.13796428102284158
15,5.48821612772341,5.7207536995032635,5.528438922485904,5.7609764942657575,7.650400164769206,7.882937736549059,-0.23253757177985335,-0.10100274487565367,0.13153482690419968
16,5.447378592106369,5.679916163886222,5.488147867876958,5.720685439656812,7.703005796665153,7.935543368445006,-0.23253757177985335,-0.15694713849341424,0.07559043328643911
17,5.442538407141942,5.675075978921796,5.487676780182811,5.720214351962665,7.576506764702925,7.809044336482779,-0.23253757177985335,-0.38659917173407443,-0.15406159995422108
18,5.426566007019966,5.65910357879982,5.472850683781431,5.705388255561284,7.698703162970893,7.931240734750746,-0.23253757177985335,-0.3171569116223263,-0.08461933984247294
19,5.406107306558893,5.638644878338747,5.454530479694586,5.68706805147444,7.859585894728449,8.092123466508301,-0.23253757177985335,-0.25467999489330406,-0.022142423113450715
20,5.4438920020933725,5.676429573873226,5.496538559023156,5.729076130803009,7.5929909552415396,7.825528527021393,-0.23253757177985335,-0.12584309660128923,0.10669447517856412
21,5.414157567938006,5.64669513971786,5.469763164566978,5.702300736346832,7.6187449466068475,7.851282518386701,-0.23253757177985335,-0.10466854478278755,0.12786902699706582
22,5.403500644328199,5.6360382161080524,5.458489061401853,5.691026633181706,7.770489784740253,8.003027356520105,-0.23253757177985335,-0.23040193133470246,0.0021356404451508826
23,5.415840309353965,5.648377881133818,5.4744635363589715,5.707001108138825,7.66500548666925,7.897543058449103,-0.23253757177985335,-0.012364241779194277,0.22017333000065908
24,5.392302852871978,5.624840424651832,5.453486662187672,5.686024233967525,7.59306637588406,7.825603947663914,-0.23253757177985335,-0.27806075229698723,-0.04552318051713389
25,5.396320602696873,5.6288581744767265,5.459694460228437,5.692232032008291,7.704440931034627,7.936978502814481,-0.23253757177985335,-0.23270465659258305,-0.00016708481272970088
26,5.369227552224787,5.601765124004641,5.4316018009438825,5.664139372723736,7.767414636496214,7.999952208276068,-0.23253757177985335,-0.3238582219652541,-0.09132065018540075
27,5.37380240041364,5.606339972193494,5.440559413237779,5.673096985017632,7.725191419971319,7.957728991751172,-0.23253757177985335,-0.32918770116986507,-0.09665012939001172
